44.000,5.812
88.000,6.016
132.000,6.236
176.000,6.277
220.000,6.310
264.000,6.396
308.000,6.483
352.000,6.497
396.000,6.411
440.000,6.323
484.000,6.225
528.000,6.099
572.000,5.948
616.000,5.671
660.000,5.197
704.000,4.600
748.000,3.976
792.000,3.343
836.000,2.684
880.000,2.038
924.000,1.470
968.000,1.120
1012.000,1.000
1056.000,1.000
1100.000,1.000
1144.000,1.000
1188.000,1.000
