17.943,252.750
978.628,393.375
2015.263,496.500
2954.135,534.000
3708.117,534.000
4554.916,534.000
5694.373,534.000
6600.327,486.400
7339.735,382.800
7953.847,275.000
8600.221,275.000
9354.888,275.000
10125.577,285.000
10878.967,315.000
11659.753,355.000
12440.291,385.000
13505.731,456.600
14841.958,545.400
16189.009,597.000
17248.979,614.800
18911.485,516.800
20742.157,418.800
22362.973,336.600
23038.103,305.800
23659.727,290.000
24391.373,360.000
25254.579,440.000
26164.821,465.000
27300.976,495.200
28604.546,616.000
30001.671,757.100
31601.288,778.500
