44.000,252.750
88.000,393.375
132.000,496.500
176.000,534.000
220.000,534.000
264.000,534.000
308.000,534.000
352.000,486.400
396.000,382.800
440.000,275.000
484.000,275.000
528.000,275.000
572.000,285.000
616.000,315.000
660.000,355.000
704.000,385.000
748.000,456.600
792.000,545.400
836.000,597.000
880.000,614.800
924.000,516.800
968.000,418.800
1012.000,336.600
1056.000,305.800
1100.000,290.000
1144.000,360.000
1188.000,440.000
1232.000,465.000
1276.000,495.200
1320.000,616.000
1364.000,757.100
1408.000,778.500
